seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	26233226	26233345	120	*	X00837	100500808	26232853	26232945	93	-	280	upstream	280	MIR3917
chr1	26233226	26233345	120	*	X00837	3925	26210677	26233368	22692	-	0	inside	22	STMN1
chr1	26324244	26324408	165	*	X00838	5051	26286258	26324648	38391	-	0	inside	239	PAFAH2
chr1	26373099	26373233	135	*	X00846	7780	26364514	26372604	8091	-	494	upstream	494	SLC30A2
chr1	26485437	26485556	120	*	X00850	79927	26485511	26489119	3609	+	0	overlapStart	0	FAM110D
chr1	26504056	26504190	135	*	X00856	10256	26503981	26516375	12395	+	0	inside	74	CNKSR1
chr1	26560599	26560799	201	*	X00860	64793	26560693	26605299	44607	+	0	overlapStart	0	CEP85
chr1	26735624	26735743	120	*	X00873	79727	26737269	26756219	18951	+	1525	upstream	1525	LIN28A
chr1	26736654	26736731	78	*	X00874	79727	26737269	26756219	18951	+	537	upstream	537	LIN28A
chr1	26736849	26736938	90	*	X00875	79727	26737269	26756219	18951	+	330	upstream	330	LIN28A
chr1	26737136	26737285	150	*	X00876	79727	26737269	26756219	18951	+	0	overlapStart	0	LIN28A
chr1	26798217	26798336	120	*	X00881	3151	26798902	26803133	4232	+	565	upstream	565	HMGN2
chr1	26798677	26798766	90	*	X00882	3151	26798902	26803133	4232	+	135	upstream	135	HMGN2
chr1	26855938	26856085	148	*	X00886	6195	26856249	26901520	45272	+	163	upstream	163	RPS6KA1
chr1	26856249	26856252	4	*	X00887	6195	26856249	26901520	45272	+	0	inside	0	RPS6KA1
chr1	27022241	27022330	90	*	X00891	8289	27022522	27108601	86080	+	191	upstream	191	ARID1A
chr1	27022406	27022437	32	*	X00892	8289	27022522	27108601	86080	+	84	upstream	84	ARID1A
chr1	27022487	27022525	39	*	X00893	8289	27022522	27108601	86080	+	0	overlapStart	0	ARID1A
chr1	27153007	27153201	195	*	X00900	84243	27153201	27182211	29011	+	0	overlapStart	0	ZDHHC18
chr1	27153333	27153369	37	*	X00901	84243	27153201	27182211	29011	+	0	inside	131	ZDHHC18
chr1	27153434	27153467	34	*	X00902	84243	27153201	27182211	29011	+	0	inside	232	ZDHHC18
chr1	27320118	27320138	21	*	X00911	388610	27320195	27327377	7183	+	56	upstream	56	TRNP1
chr1	27320169	27320423	255	*	X00912	388610	27320195	27327377	7183	+	0	overlapStart	0	TRNP1
chr1	27481247	27481561	315	*	X00916	6548	27425300	27481621	56322	-	0	inside	59	SLC9A1
chr1	27560695	27560874	180	*	X00917	23038	27561007	27635124	74118	+	132	upstream	132	WDTC1
chr1	27560980	27561054	75	*	X00918	23038	27561007	27635124	74118	+	0	overlapStart	0	WDTC1
chr1	27561235	27561369	135	*	X00919	23038	27561007	27635124	74118	+	0	inside	227	WDTC1
chr1	27648641	27648691	51	*	X00921	84065	27648636	27662891	14256	+	0	inside	4	TMEM222
chr1	27648641	27648691	51	*	X00921	644961	27650365	27653016	2652	+	1673	upstream	1673	ACTG1P20
chr1	27709718	27709767	50	*	X00932	388611	27705596	27709805	4210	-	0	inside	37	CD164L2
chr1	27718485	27718694	210	*	X00933	2827	27719148	27722317	3170	+	453	upstream	453	GPR3
chr1	27816581	27816730	150	*	X00935	10163	27730734	27816678	85945	-	0	overlapStart	0	WASF2
chr1	27930043	27930312	270	*	X00949	27245	27860756	27930361	69606	-	0	inside	48	AHDC1
chr1	27930373	27930492	120	*	X00950	27245	27860756	27930361	69606	-	11	upstream	11	AHDC1
chr1	27930732	27930851	120	*	X00951	27245	27860756	27930361	69606	-	370	upstream	370	AHDC1
chr1	27930927	27931256	330	*	X00952	27245	27860756	27930361	69606	-	565	upstream	565	AHDC1
chr1	27961723	27961857	135	*	X00958	2268	27938801	27961727	22927	-	0	overlapStart	0	FGR
chr1	28199040	28199091	52	*	X00961	9473	28199055	28213193	14139	+	0	overlapStart	0	THEMIS2
chr1	28286018	28286069	52	*	X00964	55113	28286504	28294604	8101	+	434	upstream	434	XKR8
chr1	28414851	28414970	120	*	X00965	2140	28296855	28415148	118294	-	0	inside	177	EYA3
chr1	28559181	28559315	135	*	X00966	22826	28526790	28559542	32753	-	0	inside	226	DNAJC8
chr1	28585343	28585462	120	*	X00968	83667	28585963	28609002	23040	+	500	upstream	500	SESN2
chr1	28585936	28586010	75	*	X00969	83667	28585963	28609002	23040	+	0	overlapStart	0	SESN2
chr1	28879506	28879625	120	*	X00972	54952	28879529	28905057	25529	+	0	overlapStart	0	TRNAU1AP
chr1	28907948	28908082	135	*	X00974	677838	28906276	28906405	130	-	1542	upstream	1542	SNORA61
chr1	28907948	28908082	135	*	X00974	677825	28906893	28907024	132	-	923	upstream	923	SNORA44
chr1	28907948	28908082	135	*	X00974	692073	28907432	28907565	134	-	382	upstream	382	SNORA16A
chr1	28918715	28918779	65	*	X00975	115273	28918712	28921088	2377	+	0	inside	2	RAB42
chr1	28918960	28919094	135	*	X00976	115273	28918712	28921088	2377	+	0	inside	247	RAB42
chr1	29062988	29063107	120	*	X00978	51441	29063133	29096287	33155	+	25	upstream	25	YTHDF2
chr1	29137137	29137241	105	*	X00981	4985	29138654	29190208	51555	+	1412	upstream	1412	OPRD1
chr1	29138472	29138621	150	*	X00982	4985	29138654	29190208	51555	+	32	upstream	32	OPRD1
chr1	29212959	29213063	105	*	X00984	2035	29213603	29446558	232956	+	539	upstream	539	EPB41
chr1	29213297	29213446	150	*	X00985	2035	29213603	29446558	232956	+	156	upstream	156	EPB41
chr1	29450261	29450420	160	*	X00990	399474	29445937	29450421	4485	-	0	inside	0	TMEM200B
chr1	29450466	29450656	191	*	X00991	399474	29445937	29450421	4485	-	44	upstream	44	TMEM200B
chr1	29451191	29451325	135	*	X00992	399474	29445937	29450421	4485	-	769	upstream	769	TMEM200B
chr1	29451632	29451644	13	*	X00993	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	29562863	29562895	33	*	X00994	10076	29563028	29653325	90298	+	132	upstream	132	PTPRU
chr1	31191537	31191552	16	*	X01006	100129196	31191619	31199593	7975	+	66	upstream	66	MATN1-AS1
chr1	31381770	31381777	8	*	X01013	9672	31342313	31381480	39168	-	289	upstream	289	SDC3
chr1	31712888	31712921	34	*	X01019	79570	31652592	31712734	60143	-	153	upstream	153	NKAIN1
chr1	31769982	31770116	135	*	X01020	51538	31769842	31837780	67939	+	0	inside	139	ZCCHC17
chr1	31769982	31770116	135	*	X01020	9410	31732415	31769644	37230	-	337	upstream	337	SNRNP40
chr1	31846528	31846602	75	*	X01021	2170	31838100	31845923	7824	-	604	upstream	604	FABP3
chr1	32042277	32042396	120	*	X01025	64129	32042086	32053287	11202	+	0	inside	190	TINAGL1
chr1	32083144	32083250	107	*	X01027	3061	32083301	32098119	14819	+	50	upstream	50	HCRTR1
chr1	32083257	32083263	7	*	X01028	3061	32083301	32098119	14819	+	37	upstream	37	HCRTR1
chr1	32169954	32170088	135	*	X01029	1307	32117848	32169768	51921	-	185	upstream	185	COL16A1
chr1	32226159	32226293	135	*	X01032	100423028	32224261	32224336	76	-	1822	upstream	1822	MIR4254
chr1	32228679	32229593	915	*	X01035	576	32192718	32229648	36931	-	0	inside	54	ADGRB2
chr1	32229624	32229633	10	*	X01036	576	32192718	32229648	36931	-	0	inside	14	ADGRB2
chr1	32230056	32230173	118	*	X01037	576	32192718	32229648	36931	-	407	upstream	407	ADGRB2
chr1	32405282	32405371	90	*	X01045	8073	32372022	32403988	31967	-	1293	upstream	1293	PTP4A2
chr1	32478845	32479159	315	*	X01046	10657	32479295	32526460	47166	+	135	upstream	135	KHDRBS1
chr1	32538790	32538883	94	*	X01048	55116	32538503	32568467	29965	+	0	inside	286	TMEM39B
chr1	32645545	32645649	105	*	X01049	200081	32645345	32663886	18542	+	0	inside	199	TXLNA
chr1	32665889	32666008	120	*	X01050	79140	32666202	32670991	4790	+	193	upstream	193	CCDC28B
chr1	32666474	32666668	195	*	X01051	79140	32666202	32670991	4790	+	0	inside	271	CCDC28B
chr1	32687579	32687698	120	*	X01053	56063	32680078	32687926	7849	-	0	inside	227	TMEM234
chr1	32687857	32687961	105	*	X01054	56063	32680078	32687926	7849	-	0	overlapStart	0	TMEM234
chr1	32688247	32688351	105	*	X01055	56063	32680078	32687926	7849	-	320	upstream	320	TMEM234
chr1	32706884	32707018	135	*	X01057	339483	32697261	32707311	10051	-	0	inside	292	MTMR9LP
chr1	32757666	32757739	74	*	X01062	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32757980	32758228	249	*	X01063	3065	32757708	32799224	41517	+	0	inside	271	HDAC1
chr1	32801690	32801746	57	*	X01067	65108	32799430	32801840	2411	-	0	inside	93	MARCKSL1
chr1	32801909	32802013	105	*	X01068	65108	32799430	32801840	2411	-	68	upstream	68	MARCKSL1
chr1	32802035	32802139	105	*	X01069	65108	32799430	32801840	2411	-	194	upstream	194	MARCKSL1
chr1	32802734	32802838	105	*	X01070	65108	32799430	32801840	2411	-	893	upstream	893	MARCKSL1
chr1	32827280	32827444	165	*	X01074	81629	32827862	32829924	2063	+	417	upstream	417	TSSK3
chr1	32859704	32859958	255	*	X01075	55108	32830705	32860062	29358	-	0	inside	103	BSDC1
chr1	32860004	32860138	135	*	X01076	55108	32830705	32860062	29358	-	0	overlapStart	0	BSDC1
chr1	33116803	33116892	90	*	X01079	5928	33116749	33151812	35064	+	0	inside	53	RBBP4
chr1	33116803	33116892	90	*	X01079	339487	33065773	33116185	50413	-	617	upstream	617	ZBTB8OS
chr1	33168449	33168568	120	*	X01081	81493	33145507	33168361	22855	-	87	upstream	87	SYNC
chr1	33168644	33168748	105	*	X01082	81493	33145507	33168361	22855	-	282	upstream	282	SYNC
chr1	33168824	33168973	150	*	X01083	81493	33145507	33168361	22855	-	462	upstream	462	SYNC
chr1	33207274	33207378	105	*	X01084	57648	33207512	33240571	33060	+	133	upstream	133	KIAA1522
chr1	33283209	33283428	220	*	X01092	64766	33283043	33324480	41438	+	0	inside	165	S100PBP
chr1	33283209	33283428	220	*	X01092	8565	33240840	33283633	42794	-	0	inside	204	YARS1
chr1	33283759	33283893	135	*	X01093	8565	33240840	33283633	42794	-	125	upstream	125	YARS1
chr1	33337831	33337965	135	*	X01096	252995	33327869	33338082	10214	-	0	inside	116	FNDC5
chr1	33338071	33338073	3	*	X01097	252995	33327869	33338082	10214	-	0	inside	8	FNDC5
chr1	33350746	33350788	43	*	X01098	3208	33352098	33360247	8150	+	1309	upstream	1309	HPCA
chr1	33351379	33351648	270	*	X01099	3208	33352098	33360247	8150	+	449	upstream	449	HPCA
chr1	33351709	33351768	60	*	X01100	3208	33352098	33360247	8150	+	329	upstream	329	HPCA
chr1	33351904	33351914	11	*	X01101	3208	33352098	33360247	8150	+	183	upstream	183	HPCA
chr1	33366779	33367000	222	*	X01109	113452	33360196	33366953	6758	-	0	overlapStart	0	TMEM54
chr1	33367649	33367699	51	*	X01110	113452	33360196	33366953	6758	-	695	upstream	695	TMEM54
chr1	33546739	33546846	108	*	X01111	113451	33546714	33586131	39418	+	0	inside	24	AZIN2
chr1	33647302	33647571	270	*	X01116	55223	33611003	33647671	36669	-	0	inside	99	TRIM62
chr1	33721162	33721274	113	*	X01117	149076	33722174	33766320	44147	+	899	upstream	899	ZNF362
chr1	33721755	33721814	60	*	X01118	149076	33722174	33766320	44147	+	359	upstream	359	ZNF362
chr1	33938367	33938606	240	*	X01130	7579	33938232	33961995	23764	+	0	inside	134	ZSCAN20
chr1	34630989	34631123	135	*	X01134	84970	34632624	34684731	52108	+	1500	upstream	1500	C1orf94
chr1	34631499	34631708	210	*	X01135	84970	34632624	34684731	52108	+	915	upstream	915	C1orf94
chr1	34631499	34631708	210	*	X01135	114784	33979609	34631443	651835	-	55	upstream	55	CSMD2
chr1	34631747	34631851	105	*	X01136	84970	34632624	34684731	52108	+	772	upstream	772	C1orf94
chr1	34631747	34631851	105	*	X01136	114784	33979609	34631443	651835	-	303	upstream	303	CSMD2
chr1	34632294	34632596	303	*	X01137	84970	34632624	34684731	52108	+	27	upstream	27	C1orf94
chr1	34632294	34632596	303	*	X01137	114784	33979609	34631443	651835	-	850	upstream	850	CSMD2
chr1	35246671	35246880	210	*	X01139	2707	35246790	35251967	5178	+	0	overlapStart	0	GJB3
chr1	35258131	35258265	135	*	X01141	2701	35258171	35261348	3178	+	0	overlapStart	0	GJA4
chr1	35258430	35258443	14	*	X01142	2701	35258171	35261348	3178	+	0	inside	258	GJA4
chr1	35450860	35450964	105	*	X01151	100506144	35447127	35450948	3822	-	0	overlapStart	0	TMEM35B
chr1	35450860	35450964	105	*	X01151	653160	35441300	35450948	9649	-	0	overlapStart	0	GPR199P
chr1	35497244	35497378	135	*	X01152	9204	35449368	35497569	48202	-	0	inside	190	ZMYM6
chr1	35734854	35735153	300	*	X01156	9202	35734568	35887545	152978	+	0	inside	285	ZMYM4
chr1	36022921	36023085	165	*	X01157	23154	36023393	36032380	8988	+	307	upstream	307	NCDN
chr1	36024099	36024188	90	*	X01158	79932	35899091	36023551	124461	-	547	upstream	547	KIAA0319L
chr1	36024316	36024435	120	*	X01159	79932	35899091	36023551	124461	-	764	upstream	764	KIAA0319L
chr1	36024496	36024606	111	*	X01160	79932	35899091	36023551	124461	-	944	upstream	944	KIAA0319L
chr1	36038004	36038123	120	*	X01161	339488	36038971	36060927	21957	+	847	upstream	847	TFAP2E
chr1	36038671	36038805	135	*	X01162	339488	36038971	36060927	21957	+	165	upstream	165	TFAP2E
chr1	36184750	36184869	120	*	X01169	127703	36179477	36184790	5314	-	0	overlapStart	0	C1orf216
chr1	36235495	36235614	120	*	X01171	63967	36197713	36235551	37839	-	0	overlapStart	0	CLSPN
chr1	36273342	36273461	120	*	X01172	192670	36273828	36323490	49663	+	366	upstream	366	AGO4
chr1	36396292	36396381	90	*	X01175	192669	36396319	36522063	125745	+	0	overlapStart	0	AGO3
chr1	36549928	36550047	120	*	X01177	27285	36549676	36553876	4201	+	0	inside	251	TEKT2
chr1	36554162	36554306	145	*	X01179	54936	36554453	36559533	5081	+	146	upstream	146	ADPRS
chr1	36620117	36620206	90	*	X01186	55700	36621803	36646441	24639	+	1596	upstream	1596	MAP7D1
chr1	36620717	36620857	141	*	X01187	55700	36621803	36646441	24639	+	945	upstream	945	MAP7D1
chr1	36621038	36621157	120	*	X01188	55700	36621803	36646441	24639	+	645	upstream	645	MAP7D1
chr1	36622157	36622411	255	*	X01189	27095	36602170	36621654	19485	-	502	upstream	502	TRAPPC3
chr1	36623337	36623501	165	*	X01190	27095	36602170	36621654	19485	-	1682	upstream	1682	TRAPPC3
chr1	36690179	36690313	135	*	X01194	9967	36690017	36770957	80941	+	0	inside	161	THRAP3
chr1	36789854	36789973	120	*	X01202	55194	36787632	36789755	2124	-	98	upstream	98	EVA1B
chr1	36851197	36851316	120	*	X01204	83931	36805225	36851485	46261	-	0	inside	168	STK40
chr1	36851467	36851524	58	*	X01205	83931	36805225	36851485	46261	-	0	overlapStart	0	STK40
chr1	36851756	36851826	71	*	X01206	83931	36805225	36851485	46261	-	270	upstream	270	STK40
chr1	36930183	36930302	120	*	X01210	64960	36921362	36930040	8679	-	142	upstream	142	MRPS15
chr1	36931529	36931648	120	*	X01211	64960	36921362	36930040	8679	-	1488	upstream	1488	MRPS15
chr1	36931709	36931783	75	*	X01212	64960	36921362	36930040	8679	-	1668	upstream	1668	MRPS15
chr1	37500071	37500190	120	*	X01221	2899	37261128	37499844	238717	-	226	upstream	226	GRIK3
chr1	37500281	37500400	120	*	X01222	2899	37261128	37499844	238717	-	436	upstream	436	GRIK3
chr1	37940294	37940428	135	*	X01225	80149	37940119	37949978	9860	+	0	inside	174	ZC3H12A
chr1	37940294	37940428	135	*	X01225	728431	37920480	37940044	19565	-	249	upstream	249	LINC01137
chr1	38100523	38100627	105	*	X01237	284654	38076951	38100595	23645	-	0	overlapStart	0	RSPO1
chr1	38157528	38157617	90	*	X01240	55143	38158073	38175391	17319	+	455	upstream	455	CDCA8
chr1	38157528	38157617	90	*	X01240	54955	38147242	38157888	10647	-	0	inside	270	C1orf109
chr1	38157949	38158068	120	*	X01241	55143	38158073	38175391	17319	+	4	upstream	4	CDCA8
chr1	38157949	38158068	120	*	X01241	54955	38147242	38157888	10647	-	60	upstream	60	C1orf109
chr1	38158458	38158547	90	*	X01242	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38158942	38158998	57	*	X01243	54955	38147242	38157888	10647	-	1053	upstream	1053	C1orf109
chr1	38158864	38158899	36	*	X01244	54955	38147242	38157888	10647	-	975	upstream	975	C1orf109
chr1	38231237	38231356	120	*	X01253	284656	38179553	38230824	51272	-	412	upstream	412	EPHA10
chr1	38231567	38231656	90	*	X01254	284656	38179553	38230824	51272	-	742	upstream	742	EPHA10
chr1	38259303	38259379	77	*	X01255	149175	38259774	38267278	7505	+	394	upstream	394	MANEAL
chr1	38259471	38259481	11	*	X01256	149175	38259774	38267278	7505	+	292	upstream	292	MANEAL
chr1	38274009	38274218	210	*	X01259	79693	38268614	38273865	5252	-	143	upstream	143	YRDC
chr1	38274249	38274308	60	*	X01260	79693	38268614	38273865	5252	-	383	upstream	383	YRDC
chr1	38274414	38274518	105	*	X01261	79693	38268614	38273865	5252	-	548	upstream	548	YRDC
chr1	38325043	38325147	105	*	X01262	4520	38275239	38325292	50054	-	0	inside	144	MTF1
chr1	38412436	38412630	195	*	X01266	3633	38326369	38412729	86361	-	0	inside	98	INPP5B
chr1	38471121	38471247	127	*	X01270	2275	38462442	38471187	8746	-	0	overlapStart	0	FHL3
chr1	38471889	38471892	4	*	X01271	2275	38462442	38471187	8746	-	701	upstream	701	FHL3
chr1	39456829	39456838	10	*	X01293	79647	39456916	39471737	14822	+	77	upstream	77	AKIRIN1
chr1	39546557	39546894	338	*	X01296	23499	39547089	39952810	405722	+	194	upstream	194	MACF1
chr1	39547003	39547156	154	*	X01297	23499	39547089	39952810	405722	+	0	overlapStart	0	MACF1
chr1	39874278	39874427	150	*	X01303	643314	39875176	39882154	6979	+	748	upstream	748	KIAA0754
chr1	39955392	39955526	135	*	X01304	353500	39957318	39995541	38224	+	1791	upstream	1791	BMP8A
chr1	40025142	40025306	165	*	X01308	728448	39987952	40025370	37419	-	0	inside	63	PPIEL
chr1	40042201	40042275	75	*	X01310	8761	40026485	40042521	16037	-	0	inside	245	PABPC4
chr1	40042617	40042751	135	*	X01311	8761	40026485	40042521	16037	-	95	upstream	95	PABPC4
chr1	40105083	40105202	120	*	X01315	26508	40089103	40105348	16246	-	0	inside	145	HEYL
chr1	40105293	40105397	105	*	X01316	26508	40089103	40105348	16246	-	0	overlapStart	0	HEYL
chr1	40138763	40138882	120	*	X01322	84618	40124793	40137710	12918	-	1052	upstream	1052	NT5C1A
chr1	40156883	40156987	105	*	X01326	51440	40144645	40157089	12445	-	0	inside	101	HPCAL4
chr1	40157442	40157561	120	*	X01327	51440	40144645	40157089	12445	-	352	upstream	352	HPCAL4
chr1	40157682	40157921	240	*	X01328	51440	40144645	40157089	12445	-	592	upstream	592	HPCAL4
chr1	40158278	40158412	135	*	X01329	51440	40144645	40157089	12445	-	1188	upstream	1188	HPCAL4
chr1	40204462	40204611	150	*	X01334	10450	40204517	40229586	25070	+	0	overlapStart	0	PPIE
chr1	40204627	40204746	120	*	X01335	10450	40204517	40229586	25070	+	0	inside	109	PPIE
chr1	40237150	40237224	75	*	X01336	64064	40235197	40237020	1824	-	129	upstream	129	OXCT2
chr1	40237360	40237499	140	*	X01337	64064	40235197	40237020	1824	-	339	upstream	339	OXCT2
chr1	40254307	40254371	65	*	X01342	656	40223903	40254533	30631	-	0	inside	161	BMP8B
chr1	40254705	40254776	72	*	X01343	656	40223903	40254533	30631	-	171	upstream	171	BMP8B
chr1	40255632	40255766	135	*	X01344	656	40223903	40254533	30631	-	1098	upstream	1098	BMP8B
chr1	40367737	40367781	45	*	X01347	4610	40361096	40367687	6592	-	49	upstream	49	MYCL
chr1	40420784	40420845	62	*	X01348	84879	40420784	40435628	14845	+	0	inside	0	MFSD2A
chr1	40421071	40421190	120	*	X01349	84879	40420784	40435628	14845	+	0	inside	286	MFSD2A
chr1	40506124	40506213	90	*	X01352	10487	40506255	40538321	32067	+	41	upstream	41	CAP1
chr1	40723807	40723900	94	*	X01353	10269	40723722	40759856	36135	+	0	inside	84	ZMPSTE24
chr1	40782932	40783111	180	*	X01360	1298	40766163	40783060	16898	-	0	overlapStart	0	COL9A2
chr1	40783172	40783246	75	*	X01361	1298	40766163	40783060	16898	-	111	upstream	111	COL9A2
chr1	40783262	40783366	105	*	X01362	1298	40766163	40783060	16898	-	201	upstream	201	COL9A2
chr1	40783412	40783531	120	*	X01363	1298	40766163	40783060	16898	-	351	upstream	351	COL9A2
chr1	40783742	40783831	90	*	X01364	1298	40766163	40783060	16898	-	681	upstream	681	COL9A2
chr1	40942988	40943137	150	*	X01368	339559	40943302	40962015	18714	+	164	upstream	164	ZFP69
chr1	41131379	41131390	12	*	X01373	9783	41086352	41131324	44973	-	54	upstream	54	RIMS3
chr1	41131445	41131605	161	*	X01374	9783	41086352	41131324	44973	-	120	upstream	120	RIMS3
chr1	41158014	41158103	90	*	X01375	100130557	41154752	41157933	3182	-	80	upstream	80	NFYC-AS1
chr1	41248186	41248305	120	*	X01378	9132	41249684	41306124	56441	+	1378	upstream	1378	KCNQ4
chr1	41248951	41249100	150	*	X01379	9132	41249684	41306124	56441	+	583	upstream	583	KCNQ4
chr1	41328313	41328386	74	*	X01385	163732	41326728	41328018	1291	-	294	upstream	294	CITED4
chr1	41445260	41445349	90	*	X01387	1503	41445007	41478235	33229	+	0	inside	252	CTPS1
chr1	41707804	41707807	4	*	X01389	22955	41492871	41707815	214945	-	0	inside	7	SCMH1
chr1	41708002	41708103	102	*	X01390	22955	41492871	41707815	214945	-	186	upstream	186	SCMH1
chr1	42501306	42501410	105	*	X01412	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	42501516	42501547	32	*	X01413	59269	41972036	42501596	529561	-	0	inside	48	HIVEP3
chr1	42502180	42502299	120	*	X01414	59269	41972036	42501596	529561	-	583	upstream	583	HIVEP3
chr1	42801171	42801290	120	*	X01418	22887	42642210	42801548	159339	-	0	inside	257	FOXJ3
chr1	42845968	42846332	365	*	X01419	284716	42846468	42889900	43433	+	135	upstream	135	RIMKLA
chr1	43231350	43231454	105	*	X01423	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43231605	43231724	120	*	X01424	79078	43232916	43241413	8498	+	1191	upstream	1191	C1orf50
chr1	43232010	43232114	105	*	X01425	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232714	105	*	X01426	79078	43232916	43241413	8498	+	201	upstream	201	C1orf50
chr1	43232610	43232714	105	*	X01426	64175	43212006	43232755	20750	-	0	inside	40	P3H1
